--------------- VOSTOK FLIGHT DATA ---------------
	battery	alt	temp	accelX	accelY	accelZ	rotA	rotX	rotY	rotZ
150.72	104.00	0.22	40.29	0.57	-8.05	-0.25	1.63	-0.97	-0.22	0.14
150.74	104.00	0.22	40.29	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
150.76	104.00	0.22	40.29	0.61	-8.05	-0.27	1.63	-0.97	-0.22	0.14
150.78	104.00	0.22	40.29	0.61	-8.07	-0.25	1.63	-0.97	-0.22	0.14
150.80	104.00	0.22	40.29	0.63	-8.06	-0.25	1.63	-0.97	-0.22	0.14
150.82	104.00	0.22	40.29	0.63	-8.06	-0.25	1.63	-0.97	-0.22	0.14
150.84	104.00	0.22	40.29	0.64	-8.06	-0.25	1.63	-0.97	-0.22	0.14
150.86	104.00	0.22	40.29	0.65	-8.07	-0.25	1.63	-0.97	-0.22	0.14
150.88	104.00	0.22	40.29	0.62	-8.05	-0.23	1.63	-0.97	-0.22	0.14
150.90	104.00	0.22	40.29	0.62	-8.04	-0.29	1.63	-0.97	-0.22	0.14
150.92	104.00	0.22	40.29	0.61	-8.06	-0.28	1.63	-0.97	-0.22	0.14
150.94	104.00	0.22	40.29	0.62	-8.06	-0.27	1.63	-0.97	-0.22	0.14
150.96	104.00	0.22	40.29	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
150.98	104.00	0.20	40.29	0.59	-8.06	-0.26	1.63	-0.97	-0.22	0.14
151.00	104.00	0.20	40.29	0.61	-8.06	-0.31	1.63	-0.97	-0.22	0.14
151.02	104.00	0.19	40.29	0.58	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.04	104.00	0.19	40.29	0.56	-8.05	-0.32	1.63	-0.97	-0.22	0.14
151.06	104.00	0.19	40.29	0.54	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.08	104.00	0.19	40.29	0.57	-8.06	-0.33	1.63	-0.97	-0.22	0.14
151.10	104.00	0.17	40.29	0.57	-8.07	-0.35	1.63	-0.97	-0.22	0.14
151.12	104.00	0.16	40.29	0.57	-8.05	-0.33	1.63	-0.97	-0.22	0.14
151.14	104.00	0.16	40.29	0.56	-8.05	-0.33	1.63	-0.97	-0.22	0.14
151.16	104.00	0.15	40.29	0.60	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.18	104.00	0.15	40.29	0.57	-8.05	-0.30	1.63	-0.97	-0.22	0.14
151.20	104.00	0.13	40.29	0.61	-8.05	-0.31	1.63	-0.97	-0.22	0.14
151.22	104.00	0.13	40.29	0.62	-8.07	-0.28	1.63	-0.97	-0.22	0.14
151.24	104.00	0.12	40.29	0.63	-8.05	-0.25	1.63	-0.97	-0.22	0.14
151.26	104.00	0.12	40.29	0.65	-8.05	-0.24	1.63	-0.97	-0.22	0.14
151.28	104.00	0.12	40.29	0.63	-8.05	-0.27	1.63	-0.97	-0.22	0.14
151.30	104.00	0.12	40.29	0.65	-8.08	-0.25	1.63	-0.97	-0.22	0.14
151.32	104.00	0.10	40.29	0.66	-8.07	-0.26	1.63	-0.97	-0.22	0.14
151.34	104.00	0.10	40.29	0.63	-8.07	-0.25	1.63	-0.97	-0.22	0.14
151.36	104.00	0.14	40.29	0.61	-8.07	-0.29	1.63	-0.97	-0.22	0.14
151.38	104.00	0.14	40.29	0.62	-8.05	-0.28	1.63	-0.97	-0.22	0.14
151.40	104.00	0.15	40.29	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
151.42	104.00	0.15	40.29	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
151.44	104.00	0.15	40.29	0.61	-8.05	-0.34	1.63	-0.97	-0.22	0.14
151.46	104.00	0.15	40.29	0.56	-8.06	-0.33	1.63	-0.97	-0.22	0.14
151.48	104.00	0.15	40.29	0.57	-8.05	-0.32	1.63	-0.97	-0.22	0.14
151.50	104.00	0.15	40.29	0.60	-8.05	-0.33	1.63	-0.97	-0.22	0.14
151.52	104.00	0.15	40.29	0.54	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.54	104.00	0.15	40.29	0.56	-8.05	-0.30	1.63	-0.97	-0.22	0.14
151.56	104.00	0.14	40.29	0.57	-8.04	-0.30	1.63	-0.97	-0.22	0.14
151.58	104.00	0.14	40.29	0.58	-8.07	-0.30	1.63	-0.97	-0.22	0.14
151.60	104.00	0.14	40.29	0.60	-8.07	-0.30	1.63	-0.97	-0.22	0.14
151.62	104.00	0.17	40.29	0.57	-8.06	-0.28	1.63	-0.97	-0.22	0.14
151.64	104.00	0.17	40.29	0.57	-8.07	-0.28	1.63	-0.97	-0.22	0.14
151.66	104.00	0.17	40.29	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
151.68	104.00	0.17	40.29	0.62	-8.05	-0.25	1.63	-0.97	-0.22	0.14
151.70	104.00	0.17	40.29	0.62	-8.06	-0.24	1.63	-0.97	-0.22	0.14
151.72	104.00	0.17	40.29	0.60	-8.05	-0.22	1.63	-0.97	-0.22	0.14
151.74	104.00	0.19	40.29	0.63	-8.07	-0.25	1.63	-0.97	-0.22	0.14
151.76	104.00	0.19	40.29	0.62	-8.07	-0.21	1.63	-0.97	-0.22	0.14
151.78	104.00	0.17	40.29	0.65	-8.05	-0.26	1.63	-0.97	-0.22	0.14
151.80	104.00	0.17	40.29	0.63	-8.06	-0.23	1.63	-0.97	-0.22	0.14
151.82	104.00	0.17	40.29	0.63	-8.06	-0.26	1.63	-0.97	-0.22	0.14
151.84	104.00	0.17	40.29	0.59	-8.04	-0.30	1.63	-0.97	-0.22	0.14
151.86	104.00	0.17	40.29	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
151.88	104.00	0.17	40.29	0.58	-8.08	-0.29	1.63	-0.97	-0.22	0.14
151.90	104.00	0.17	40.29	0.58	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.92	104.00	0.17	40.29	0.55	-8.06	-0.33	1.63	-0.97	-0.22	0.14
151.94	104.00	0.16	40.29	0.57	-8.07	-0.34	1.63	-0.97	-0.22	0.14
151.96	104.00	0.16	40.29	0.56	-8.06	-0.32	1.63	-0.97	-0.22	0.14
151.98	104.00	0.15	40.29	0.56	-8.06	-0.34	1.63	-0.97	-0.22	0.14
152.00	104.00	0.15	40.29	0.58	-8.04	-0.30	1.63	-0.97	-0.22	0.14
152.03	104.00	0.13	40.29	0.61	-8.04	-0.33	1.63	-0.97	-0.22	0.14
152.04	104.00	0.12	40.29	0.61	-8.06	-0.33	1.63	-0.97	-0.22	0.14
152.06	104.00	0.12	40.29	0.60	-8.07	-0.31	1.63	-0.97	-0.22	0.14
152.08	104.00	0.10	40.29	0.62	-8.06	-0.30	1.63	-0.97	-0.22	0.14
152.10	104.00	0.10	40.29	0.59	-8.05	-0.26	1.63	-0.97	-0.22	0.14
152.12	104.00	0.14	40.29	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
152.14	104.00	0.14	40.29	0.60	-8.07	-0.25	1.63	-0.97	-0.22	0.14
152.16	104.00	0.14	40.29	0.60	-8.06	-0.24	1.63	-0.97	-0.22	0.14
152.18	104.00	0.14	40.29	0.60	-8.04	-0.26	1.63	-0.97	-0.22	0.14
152.20	104.00	0.14	40.29	0.58	-8.05	-0.24	1.63	-0.97	-0.22	0.14
152.22	104.00	0.14	40.29	0.58	-8.05	-0.25	1.63	-0.97	-0.22	0.14
152.24	104.00	0.14	40.29	0.57	-8.05	-0.30	1.63	-0.97	-0.22	0.14
152.26	104.00	0.14	40.29	0.60	-8.05	-0.27	1.63	-0.97	-0.22	0.14
152.28	104.00	0.14	40.29	0.59	-8.06	-0.26	1.63	-0.97	-0.22	0.14
152.30	104.00	0.14	40.29	0.58	-8.05	-0.26	1.63	-0.97	-0.22	0.14
152.32	104.00	0.12	40.29	0.60	-8.06	-0.30	1.63	-0.97	-0.22	0.14
152.34	104.00	0.12	40.29	0.60	-8.07	-0.27	1.63	-0.97	-0.22	0.14
152.36	104.00	0.12	40.29	0.58	-8.06	-0.30	1.63	-0.97	-0.22	0.14
152.38	104.00	0.12	40.29	0.59	-8.05	-0.30	1.63	-0.97	-0.22	0.14
152.40	104.00	0.12	40.29	0.60	-8.07	-0.30	1.63	-0.97	-0.22	0.14
152.42	104.00	0.12	40.29	0.57	-8.04	-0.29	1.63	-0.97	-0.22	0.14
152.44	104.00	0.12	40.29	0.58	-8.05	-0.32	1.63	-0.97	-0.22	0.14
152.46	104.00	0.11	40.29	0.60	-8.05	-0.33	1.63	-0.97	-0.22	0.14
152.48	104.00	0.11	40.29	0.57	-8.06	-0.31	1.63	-0.97	-0.22	0.14
152.50	104.00	0.09	40.29	0.59	-8.07	-0.33	1.63	-0.97	-0.22	0.14
152.52	104.00	0.09	40.29	0.61	-8.06	-0.32	1.63	-0.97	-0.22	0.14
152.54	104.00	0.08	40.29	0.62	-8.07	-0.27	1.63	-0.97	-0.22	0.14
152.56	104.00	0.08	40.29	0.62	-8.04	-0.30	1.63	-0.97	-0.22	0.14
152.58	104.00	0.08	40.29	0.65	-8.05	-0.25	1.63	-0.97	-0.22	0.14
152.60	104.00	0.08	40.29	0.62	-8.06	-0.27	1.63	-0.97	-0.22	0.14
152.62	104.00	0.08	40.29	0.62	-8.05	-0.28	1.63	-0.97	-0.22	0.14
152.64	104.00	0.08	40.29	0.61	-8.06	-0.25	1.63	-0.97	-0.22	0.14
152.66	104.00	0.06	40.29	0.58	-8.03	-0.26	1.63	-0.97	-0.22	0.14
152.68	104.00	0.06	40.29	0.58	-8.05	-0.26	1.63	-0.97	-0.22	0.14
152.70	104.00	0.06	40.29	0.57	-8.06	-0.27	1.63	-0.97	-0.22	0.14
152.72	104.00	0.06	40.29	0.59	-8.07	-0.28	1.63	-0.97	-0.22	0.14
152.74	104.00	0.06	40.29	0.55	-8.06	-0.30	1.63	-0.97	-0.22	0.14
152.76	104.00	0.06	40.29	0.60	-8.04	-0.25	1.63	-0.97	-0.22	0.14
152.78	104.00	0.09	40.28	0.58	-8.06	-0.29	1.63	-0.97	-0.22	0.14
152.80	104.00	0.09	40.28	0.62	-8.06	-0.28	1.63	-0.97	-0.22	0.14
152.82	104.00	0.07	40.28	0.60	-8.07	-0.31	1.63	-0.97	-0.22	0.14
152.84	104.00	0.07	40.28	0.61	-8.04	-0.28	1.63	-0.97	-0.22	0.14
152.86	104.00	0.06	40.28	0.58	-8.04	-0.28	1.63	-0.97	-0.22	0.14
152.88	104.00	0.06	40.28	0.59	-8.03	-0.33	1.63	-0.97	-0.22	0.14
152.90	104.00	0.06	40.28	0.57	-8.07	-0.30	1.63	-0.97	-0.22	0.14
152.92	104.00	0.04	40.28	0.58	-8.05	-0.30	1.63	-0.97	-0.22	0.14
152.94	104.00	0.04	40.28	0.57	-8.05	-0.32	1.63	-0.97	-0.22	0.14
152.96	104.00	0.03	40.28	0.56	-8.06	-0.32	1.63	-0.97	-0.22	0.14
152.98	104.00	0.03	40.28	0.59	-8.03	-0.31	1.63	-0.97	-0.22	0.14
153.00	104.00	0.06	40.28	0.60	-8.06	-0.31	1.63	-0.97	-0.22	0.14
153.02	104.00	0.06	40.28	0.60	-8.04	-0.32	1.63	-0.97	-0.22	0.14
153.04	104.00	0.05	40.28	0.60	-8.08	-0.29	1.63	-0.97	-0.22	0.14
153.06	104.00	0.05	40.28	0.64	-8.08	-0.27	1.63	-0.97	-0.22	0.14
153.08	104.00	0.05	40.28	0.63	-8.05	-0.26	1.63	-0.97	-0.22	0.14
153.10	104.00	0.05	40.28	0.63	-8.07	-0.26	1.63	-0.97	-0.22	0.14
153.12	104.00	0.04	40.28	0.61	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.14	104.00	0.04	40.28	0.61	-8.08	-0.28	1.63	-0.97	-0.22	0.14
153.16	104.00	0.04	40.28	0.60	-8.05	-0.22	1.63	-0.97	-0.22	0.14
153.18	104.00	0.04	40.28	0.61	-8.06	-0.26	1.63	-0.97	-0.22	0.14
153.20	104.00	0.04	40.28	0.61	-8.07	-0.23	1.63	-0.97	-0.22	0.14
153.22	104.00	0.04	40.28	0.59	-8.07	-0.32	1.63	-0.97	-0.22	0.14
153.24	104.00	0.02	40.28	0.58	-8.07	-0.26	1.63	-0.97	-0.22	0.14
153.26	104.00	0.02	40.28	0.54	-8.04	-0.27	1.63	-0.97	-0.22	0.14
153.28	104.00	0.02	40.28	0.55	-8.06	-0.31	1.63	-0.97	-0.22	0.14
153.30	104.00	0.02	40.28	0.57	-8.04	-0.30	1.63	-0.97	-0.22	0.14
153.32	104.00	0.02	40.28	0.55	-8.04	-0.30	1.63	-0.97	-0.22	0.14
153.34	104.00	0.00	40.28	0.59	-8.04	-0.29	1.63	-0.97	-0.22	0.14
153.36	104.00	0.00	40.28	0.59	-8.06	-0.26	1.63	-0.97	-0.22	0.14
153.38	104.00	0.04	40.28	0.60	-8.07	-0.30	1.63	-0.97	-0.22	0.14
153.40	104.00	0.04	40.28	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
153.42	104.00	0.03	40.28	0.60	-8.07	-0.34	1.63	-0.97	-0.22	0.14
153.44	104.00	0.03	40.28	0.59	-8.05	-0.29	1.63	-0.97	-0.22	0.14
153.46	104.00	0.03	40.28	0.59	-8.06	-0.28	1.63	-0.97	-0.22	0.14
153.48	104.00	0.03	40.28	0.61	-8.07	-0.29	1.63	-0.97	-0.22	0.14
153.50	104.00	0.01	40.28	0.61	-8.08	-0.32	1.63	-0.97	-0.22	0.14
153.52	104.00	0.01	40.28	0.59	-8.06	-0.32	1.63	-0.97	-0.22	0.14
153.54	104.00	-0.00	40.28	0.58	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.56	104.00	-0.00	40.28	0.61	-8.06	-0.30	1.63	-0.97	-0.22	0.14
153.58	104.00	-0.02	40.28	0.59	-8.07	-0.27	1.63	-0.97	-0.22	0.14
153.60	104.00	-0.02	40.28	0.62	-8.06	-0.31	1.63	-0.97	-0.22	0.14
153.62	104.00	-0.05	40.28	0.63	-8.04	-0.30	1.63	-0.97	-0.22	0.14
153.64	104.00	-0.05	40.28	0.66	-8.06	-0.28	1.63	-0.97	-0.22	0.14
153.66	104.00	-0.05	40.28	0.66	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.68	104.00	-0.05	40.28	0.64	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.70	104.00	-0.07	40.28	0.63	-8.05	-0.30	1.63	-0.97	-0.22	0.14
153.72	104.00	-0.07	40.28	0.62	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.74	104.00	-0.09	40.28	0.60	-8.05	-0.31	1.63	-0.97	-0.22	0.14
153.76	104.00	-0.09	40.28	0.57	-8.06	-0.33	1.63	-0.97	-0.22	0.14
153.78	104.00	-0.09	40.28	0.55	-8.04	-0.32	1.63	-0.97	-0.22	0.14
153.80	104.00	-0.07	40.28	0.55	-8.07	-0.30	1.63	-0.97	-0.22	0.14
153.82	104.00	-0.07	40.28	0.55	-8.07	-0.29	1.63	-0.97	-0.22	0.14
153.84	104.00	-0.09	40.28	0.58	-8.05	-0.29	1.63	-0.97	-0.22	0.14
153.86	104.00	-0.09	40.28	0.56	-8.05	-0.31	1.63	-0.97	-0.22	0.14
153.88	104.00	-0.09	40.28	0.59	-8.05	-0.27	1.63	-0.97	-0.22	0.14
153.90	104.00	-0.09	40.28	0.58	-8.06	-0.27	1.63	-0.97	-0.22	0.14
153.92	104.00	-0.09	40.28	0.62	-8.05	-0.28	1.63	-0.97	-0.22	0.14
153.94	104.00	-0.09	40.28	0.60	-8.06	-0.28	1.63	-0.97	-0.22	0.14
153.96	104.00	-0.07	40.28	0.59	-8.08	-0.24	1.63	-0.97	-0.22	0.14
153.98	104.00	-0.07	40.28	0.58	-8.05	-0.28	1.63	-0.97	-0.22	0.14
154.00	104.00	-0.08	40.28	0.56	-8.04	-0.30	1.63	-0.97	-0.22	0.14
154.02	104.00	-0.08	40.28	0.55	-8.07	-0.28	1.63	-0.97	-0.22	0.14
154.04	104.00	-0.09	40.28	0.56	-8.04	-0.30	1.63	-0.97	-0.22	0.14
154.06	104.00	-0.09	40.28	0.61	-8.06	-0.31	1.63	-0.97	-0.22	0.14
154.08	104.00	-0.08	40.27	0.62	-8.04	-0.29	1.63	-0.97	-0.22	0.14
154.10	104.00	-0.08	40.27	0.62	-8.03	-0.29	1.63	-0.97	-0.22	0.14
154.12	104.00	-0.06	40.27	0.67	-8.08	-0.29	1.63	-0.97	-0.22	0.14
154.14	104.00	-0.06	40.27	0.66	-8.05	-0.33	1.63	-0.97	-0.22	0.14
154.16	104.00	-0.06	40.27	0.64	-8.08	-0.28	1.63	-0.97	-0.22	0.14
154.18	104.00	-0.06	40.27	0.64	-8.06	-0.32	1.63	-0.97	-0.22	0.14
154.20	104.00	-0.05	40.27	0.59	-8.06	-0.31	1.63	-0.97	-0.22	0.14
154.22	104.00	-0.05	40.27	0.57	-8.05	-0.32	1.63	-0.97	-0.22	0.14
154.24	104.00	-0.06	40.27	0.55	-8.05	-0.32	1.63	-0.97	-0.22	0.14
154.26	104.00	-0.02	40.27	0.55	-8.05	-0.32	1.63	-0.97	-0.22	0.14
154.28	104.00	-0.02	40.27	0.54	-8.04	-0.35	1.63	-0.97	-0.22	0.14
154.30	104.00	-0.02	40.27	0.58	-8.06	-0.35	1.63	-0.97	-0.22	0.14
154.32	104.00	-0.02	40.27	0.62	-8.05	-0.32	1.63	-0.97	-0.22	0.14
154.34	104.00	-0.02	40.27	0.61	-8.08	-0.29	1.63	-0.97	-0.22	0.14
154.36	104.00	-0.02	40.27	0.64	-8.04	-0.31	1.63	-0.97	-0.22	0.14
154.38	104.00	-0.04	40.27	0.64	-8.05	-0.25	1.63	-0.97	-0.22	0.14
154.40	104.00	-0.04	40.27	0.63	-8.07	-0.27	1.63	-0.97	-0.22	0.14
154.42	104.00	-0.04	40.27	0.62	-8.05	-0.29	1.63	-0.97	-0.22	0.14
154.44	104.00	-0.04	40.27	0.59	-8.05	-0.23	1.63	-0.97	-0.22	0.14
154.46	104.00	-0.03	40.27	0.59	-8.05	-0.25	1.63	-0.97	-0.22	0.14
154.48	104.00	-0.03	40.27	0.56	-8.05	-0.26	1.63	-0.97	-0.22	0.14
154.50	104.00	-0.02	40.27	0.56	-8.07	-0.30	1.63	-0.97	-0.22	0.14
154.52	104.00	-0.02	40.27	0.55	-8.10	-0.27	1.63	-0.97	-0.22	0.14
154.54	104.00	-0.03	40.27	0.57	-8.06	-0.25	1.63	-0.97	-0.22	0.14
154.56	104.00	-0.03	40.27	0.59	-8.06	-0.27	1.63	-0.97	-0.22	0.14
154.58	104.00	-0.05	40.27	0.63	-8.05	-0.31	1.63	-0.97	-0.22	0.14
154.60	104.00	-0.05	40.27	0.61	-8.05	-0.28	1.63	-0.97	-0.22	0.14
154.62	104.00	-0.05	40.27	0.63	-8.06	-0.32	1.63	-0.97	-0.22	0.14
154.64	104.00	-0.05	40.27	0.64	-8.06	-0.29	1.63	-0.97	-0.22	0.14
154.66	104.00	-0.03	40.27	0.62	-8.07	-0.29	1.63	-0.97	-0.22	0.14
154.68	104.00	-0.03	40.27	0.60	-8.05	-0.33	1.63	-0.97	-0.22	0.14
154.70	104.00	-0.03	40.27	0.60	-8.05	-0.33	1.63	-0.97	-0.22	0.14
154.72	104.00	-0.02	40.27	0.57	-8.05	-0.33	1.63	-0.97	-0.22	0.14
154.74	104.00	-0.02	40.27	0.56	-8.07	-0.36	1.63	-0.97	-0.22	0.14
154.76	104.00	-0.03	40.27	0.56	-8.06	-0.32	1.63	-0.97	-0.22	0.14
154.78	104.00	-0.03	40.27	0.57	-8.06	-0.35	1.63	-0.97	-0.22	0.14
154.80	104.00	0.02	40.27	0.59	-8.06	-0.32	1.63	-0.97	-0.22	0.14
154.82	104.00	0.02	40.27	0.61	-8.06	-0.28	1.63	-0.97	-0.22	0.14
154.84	104.00	0.03	40.27	0.61	-8.07	-0.25	1.63	-0.97	-0.22	0.14
154.86	104.00	0.03	40.27	0.61	-8.07	-0.27	1.63	-0.97	-0.22	0.14
154.88	104.00	0.03	40.27	0.62	-8.08	-0.25	1.63	-0.97	-0.22	0.14
154.90	104.00	0.03	40.27	0.62	-8.05	-0.22	1.63	-0.97	-0.22	0.14
154.92	104.00	0.03	40.27	0.61	-8.08	-0.24	1.63	-0.97	-0.22	0.14
154.94	104.00	0.03	40.27	0.58	-8.06	-0.25	1.63	-0.97	-0.22	0.14
154.96	104.00	0.07	40.26	0.59	-8.06	-0.23	1.63	-0.97	-0.22	0.14
154.98	104.00	0.07	40.26	0.58	-8.04	-0.27	1.63	-0.97	-0.22	0.14
155.00	104.00	0.05	40.26	0.54	-8.06	-0.27	1.63	-0.97	-0.22	0.14
155.02	104.00	0.05	40.26	0.57	-8.04	-0.28	1.63	-0.97	-0.22	0.14
155.04	104.00	0.05	40.26	0.57	-8.05	-0.27	1.63	-0.97	-0.22	0.14
155.06	104.00	0.05	40.26	0.59	-8.05	-0.28	1.63	-0.97	-0.22	0.14
155.08	104.00	0.02	40.26	0.61	-8.06	-0.29	1.63	-0.97	-0.22	0.14
155.10	104.00	0.02	40.26	0.60	-8.05	-0.29	1.63	-0.97	-0.22	0.14
155.12	104.00	0.07	40.26	0.58	-8.06	-0.31	1.63	-0.97	-0.22	0.14
155.14	104.00	0.07	40.26	0.60	-8.07	-0.34	1.63	-0.97	-0.22	0.14
155.16	104.00	0.07	40.26	0.60	-8.07	-0.33	1.63	-0.97	-0.22	0.14
155.18	104.00	0.07	40.26	0.57	-8.06	-0.34	1.63	-0.97	-0.22	0.14
155.20	104.00	0.07	40.26	0.55	-8.06	-0.33	1.63	-0.97	-0.22	0.14
155.22	104.00	0.07	40.26	0.56	-8.05	-0.33	1.63	-0.97	-0.22	0.14
155.24	104.00	0.07	40.26	0.57	-8.05	-0.32	1.63	-0.97	-0.22	0.14
155.26	104.00	0.11	40.26	0.60	-8.04	-0.35	1.63	-0.97	-0.22	0.14
155.28	104.00	0.11	40.26	0.59	-8.06	-0.29	1.63	-0.97	-0.22	0.14
155.30	104.00	0.10	40.26	0.66	-8.06	-0.29	1.63	-0.97	-0.22	0.14
155.32	104.00	0.10	40.26	0.68	-8.06	-0.24	1.63	-0.97	-0.22	0.14
155.34	104.00	0.10	40.26	0.68	-8.06	-0.23	1.63	-0.97	-0.22	0.14
155.36	104.00	0.10	40.26	0.70	-8.06	-0.19	1.63	-0.97	-0.22	0.14
155.38	104.00	0.10	40.26	0.68	-8.08	-0.22	1.63	-0.97	-0.22	0.14
155.40	104.00	0.10	40.26	0.62	-8.06	-0.24	1.63	-0.97	-0.22	0.14
155.42	104.00	0.08	40.26	0.59	-8.08	-0.22	1.63	-0.97	-0.22	0.14
155.44	104.00	0.08	40.26	0.55	-8.05	-0.26	1.63	-0.97	-0.22	0.14
155.46	104.00	0.08	40.26	0.51	-8.08	-0.28	1.63	-0.97	-0.22	0.14
155.48	104.00	0.08	40.26	0.48	-8.03	-0.30	1.63	-0.97	-0.22	0.14
155.50	104.00	0.05	40.26	0.45	-8.06	-0.30	1.63	-0.97	-0.22	0.14
155.52	104.00	0.05	40.26	0.48	-8.04	-0.37	1.63	-0.97	-0.22	0.14
155.54	104.00	0.07	40.26	0.54	-8.05	-0.33	1.63	-0.97	-0.22	0.14
155.56	104.00	0.06	40.26	0.57	-8.07	-0.34	1.63	-0.97	-0.22	0.14
155.58	104.00	0.06	40.26	0.61	-8.05	-0.31	1.63	-0.97	-0.22	0.14
155.60	104.00	0.04	40.26	0.66	-8.06	-0.32	1.63	-0.97	-0.22	0.14
155.62	104.00	0.04	40.26	0.67	-8.05	-0.33	1.63	-0.97	-0.22	0.14
155.64	104.00	0.06	40.26	0.66	-8.05	-0.29	1.63	-0.97	-0.22	0.14
155.66	104.00	0.06	40.26	0.59	-8.06	-0.34	1.63	-0.97	-0.22	0.14
155.68	104.00	0.07	40.26	0.58	-8.08	-0.34	1.63	-0.97	-0.22	0.14
155.70	104.00	0.07	40.26	0.55	-8.08	-0.36	1.63	-0.97	-0.22	0.14
155.72	104.00	0.11	40.25	0.58	-8.04	-0.33	1.63	-0.97	-0.22	0.14
155.74	104.00	0.11	40.25	0.61	-8.04	-0.31	1.63	-0.97	-0.22	0.14
155.76	104.00	0.11	40.25	0.66	-8.07	-0.30	1.63	-0.97	-0.22	0.14
155.78	104.00	0.11	40.25	0.70	-8.08	-0.28	1.63	-0.97	-0.22	0.14
155.80	104.00	0.12	40.25	0.69	-8.07	-0.25	1.63	-0.97	-0.22	0.14
155.82	104.00	0.12	40.25	0.69	-8.07	-0.25	1.63	-0.97	-0.22	0.14
155.84	104.00	0.16	40.25	0.67	-8.07	-0.25	1.63	-0.97	-0.22	0.14
155.86	104.00	0.16	40.25	0.63	-8.07	-0.25	1.63	-0.97	-0.22	0.14
155.88	104.00	0.16	40.25	0.60	-8.05	-0.28	1.63	-0.97	-0.22	0.14
155.90	104.00	0.16	40.25	0.57	-8.06	-0.25	1.63	-0.97	-0.22	0.14
155.92	104.00	0.16	40.25	0.53	-8.06	-0.27	1.63	-0.97	-0.22	0.14
155.94	104.00	0.16	40.25	0.54	-8.05	-0.28	1.63	-0.97	-0.22	0.14
155.96	104.00	0.19	40.25	0.50	-8.03	-0.24	1.63	-0.97	-0.22	0.14
155.98	104.00	0.19	40.25	0.53	-8.05	-0.27	1.63	-0.97	-0.22	0.14
156.00	104.00	0.18	40.25	0.53	-8.05	-0.26	1.63	-0.97	-0.22	0.14
156.03	104.00	0.16	40.25	0.52	-8.05	-0.23	1.63	-0.97	-0.22	0.14
156.04	104.00	0.16	40.25	0.50	-8.07	-0.25	1.63	-0.97	-0.22	0.14
156.06	104.00	0.16	40.25	0.53	-8.04	-0.25	1.63	-0.97	-0.22	0.14
156.08	104.00	0.16	40.25	0.54	-8.05	-0.29	1.63	-0.97	-0.22	0.14
156.10	104.00	0.19	40.25	0.57	-8.04	-0.28	1.63	-0.97	-0.22	0.14
156.12	104.00	0.19	40.25	0.58	-8.06	-0.24	1.63	-0.97	-0.22	0.14
156.14	104.00	0.20	40.25	0.63	-8.05	-0.29	1.63	-0.97	-0.22	0.14
156.16	104.00	0.20	40.25	0.63	-8.07	-0.31	1.63	-0.97	-0.22	0.14
156.18	104.00	0.19	40.25	0.62	-8.06	-0.31	1.63	-0.97	-0.22	0.14
156.20	104.00	0.19	40.25	0.64	-8.05	-0.33	1.63	-0.97	-0.22	0.14
156.22	104.00	0.17	40.25	0.64	-8.07	-0.34	1.63	-0.97	-0.22	0.14
156.24	104.00	0.17	40.25	0.66	-8.05	-0.33	1.63	-0.97	-0.22	0.14
156.26	104.00	0.16	40.25	0.64	-8.04	-0.33	1.63	-0.97	-0.22	0.14
156.28	104.00	0.16	40.25	0.64	-8.05	-0.31	1.63	-0.97	-0.22	0.14
156.30	104.00	0.19	40.24	0.65	-8.06	-0.31	1.63	-0.97	-0.22	0.14
156.32	104.00	0.19	40.24	0.66	-8.06	-0.33	1.63	-0.97	-0.22	0.14
156.34	104.00	0.19	40.24	0.65	-8.06	-0.32	1.63	-0.97	-0.22	0.14
156.36	104.00	0.19	40.24	0.64	-8.07	-0.26	1.63	-0.97	-0.22	0.14
156.38	104.00	0.18	40.24	0.61	-8.06	-0.26	1.63	-0.97	-0.22	0.14
156.40	104.00	0.18	40.24	0.61	-8.06	-0.28	1.63	-0.97	-0.22	0.14
156.42	104.00	0.16	40.24	0.60	-8.07	-0.27	1.63	-0.97	-0.22	0.14
156.44	104.00	0.16	40.24	0.57	-8.06	-0.24	1.63	-0.97	-0.22	0.14
156.46	104.00	0.16	40.24	0.54	-8.05	-0.26	1.63	-0.97	-0.22	0.14
156.48	104.00	0.16	40.24	0.52	-8.05	-0.26	1.63	-0.97	-0.22	0.14
